id,carat,cut,color,clarity,depth,table,x,y,z,price
1138,0.74,Ideal,I,VVS1,62.3,57.0,5.77,5.8,3.6,2927
1139,0.47,Premium,D,VS2,60.9,58.0,5.04,5.02,3.04,1715
1140,1.7,Premium,F,SI1,60.4,59.0,7.67,7.62,4.61,12655
1141,0.94,Good,H,SI2,63.1,62.0,6.18,6.22,3.92,3311
1142,0.58,Ideal,E,SI1,62.6,57.0,5.32,5.36,3.35,1608
1143,0.33,Ideal,E,VS2,61.2,57.0,4.4,4.42,2.7,928
1144,0.2,Premium,E,VS2,61.1,60.0,3.81,3.78,2.4,367
1145,0.42,Ideal,E,VVS2,61.5,56.0,4.78,4.84,2.96,1096
1146,0.74,Ideal,E,VS1,61.6,56.0,5.82,5.87,3.59,3713
1147,0.93,Premium,D,SI2,62.2,58.0,6.25,6.21,3.87,4327
1148,0.4,Ideal,F,SI2,62.4,56.0,4.7,4.73,2.94,797
1149,0.42,Ideal,D,VS2,60.9,57.0,4.83,4.87,2.94,939
1150,1.11,Ideal,F,SI2,60.0,56.0,6.83,6.75,4.08,4771
1151,0.3,Ideal,G,SI1,61.9,57.0,4.29,4.34,2.67,468
1152,1.17,Good,F,VS2,63.7,55.0,6.73,6.69,4.28,6798
1153,1.18,Ideal,E,SI2,61.7,55.0,6.84,6.8,4.21,4969
1154,1.5,Very Good,H,VS1,61.9,59.0,7.29,7.33,4.54,10789
1155,0.51,Ideal,E,SI1,61.6,56.0,5.14,5.17,3.17,1547
1156,1.2,Premium,E,SI1,62.3,57.0,6.8,6.77,4.23,6751
1157,2.01,Premium,G,SI2,62.1,58.0,8.05,7.97,4.98,16857
1158,2.06,Premium,H,VS1,61.8,61.0,8.22,8.18,5.06,17995
1159,0.29,Ideal,G,VS2,61.3,56.0,4.26,4.28,2.62,605
1160,0.71,Ideal,E,SI2,61.5,57.0,5.73,5.68,3.51,2507
1161,1.05,Ideal,E,SI1,62.8,57.0,6.47,6.52,4.07,6098
1162,0.79,Premium,F,VS2,62.1,58.0,5.92,5.95,3.68,3543
1163,2.31,Ideal,H,SI2,62.8,57.0,8.43,8.35,5.3,13597
1164,2.0,Premium,F,SI2,60.5,59.0,8.09,8.14,4.93,16025
1165,0.99,Fair,G,SI2,59.5,66.0,6.37,6.48,3.8,3538
1166,1.01,Very Good,E,SI2,62.4,55.0,6.36,6.43,3.99,4355
1167,1.52,Premium,J,VS2,62.2,58.0,7.33,7.3,4.55,6319
1168,0.31,Very Good,H,SI1,62.9,57.0,4.28,4.31,2.7,449
1169,0.35,Ideal,G,VS1,60.7,56.0,4.57,4.59,2.78,761
1170,0.52,Premium,D,VS2,62.3,58.0,5.17,5.13,3.2,1792
1171,0.74,Ideal,E,VS2,61.0,56.0,5.83,5.86,3.57,3216
1172,0.33,Ideal,G,VS1,61.3,55.0,4.48,4.45,2.74,729
1173,0.31,Good,G,VS2,63.1,57.0,4.34,4.38,2.75,544
1174,0.52,Very Good,H,SI1,63.1,55.0,5.12,5.16,3.23,1270
1175,1.2,Very Good,D,VS2,62.6,58.0,6.75,6.72,4.23,9139
1176,0.3,Ideal,H,SI1,62.5,57.0,4.26,4.29,2.67,399
1177,0.42,Ideal,H,VS1,62.0,57.0,4.81,4.85,3.0,1048
1178,0.41,Ideal,E,VVS1,61.4,56.0,4.79,4.82,2.95,1334
1179,0.3,Ideal,G,VS2,62.4,56.0,4.36,4.34,2.71,675
1180,0.73,Fair,D,SI1,63.8,58.0,5.66,5.77,3.62,2907
1181,0.31,Ideal,E,VVS1,60.6,60.0,4.39,4.42,2.67,887
1182,0.77,Ideal,G,SI1,60.3,57.0,5.92,5.97,3.58,3089
1183,0.9,Very Good,F,SI1,62.1,62.0,6.13,6.06,3.78,4009
1184,1.03,Very Good,H,SI1,62.2,56.0,6.5,6.44,4.03,5040
1185,0.71,Ideal,D,SI2,62.4,57.0,5.7,5.64,3.54,2724
1186,0.36,Ideal,F,SI1,61.7,55.0,4.57,4.6,2.83,683
1187,1.06,Very Good,F,SI2,61.2,59.0,6.6,6.56,4.03,4936
1188,0.36,Ideal,D,VS2,62.9,56.0,4.51,4.54,2.85,663
1189,0.43,Ideal,E,VS2,60.9,57.0,4.88,4.9,2.98,1048
1190,0.72,Ideal,G,VS1,61.0,56.0,5.77,5.8,3.53,3154
1191,1.27,Premium,H,SI2,61.5,60.0,6.95,6.88,4.26,4732
1192,0.73,Ideal,E,VS1,61.6,59.0,5.71,5.82,3.55,3170
1193,0.41,Very Good,F,VS2,63.0,57.0,4.7,4.73,2.97,863
1194,0.35,Ideal,E,VVS1,62.1,55.0,4.52,4.55,2.81,1000
1195,0.6,Ideal,F,SI1,61.9,56.0,5.37,5.4,3.34,2167
1196,0.86,Ideal,H,SI1,61.8,56.0,6.09,6.12,3.77,3266
1197,0.31,Ideal,G,IF,61.9,55.0,4.38,4.42,2.72,891
1198,0.3,Ideal,H,VS2,62.3,54.0,4.31,4.33,2.69,473
1199,0.3,Premium,D,VS2,61.3,59.0,4.25,4.21,2.6,710
1200,0.7,Ideal,F,VS2,61.9,57.0,5.68,5.72,3.53,3007
1201,0.52,Premium,G,SI1,60.9,60.0,5.16,5.21,3.15,1249
1202,0.35,Premium,G,VS1,61.8,58.0,4.53,4.54,2.8,735
1203,0.72,Ideal,D,VS2,61.6,56.0,5.76,5.79,3.56,3246
1204,2.04,Ideal,H,SI1,62.3,56.0,8.16,8.09,5.06,12840
1205,0.53,Ideal,H,VS1,61.9,56.0,5.17,5.22,3.21,1630
1206,0.71,Ideal,E,VS2,62.6,55.0,5.69,5.74,3.58,3347
1207,1.02,Ideal,I,VS1,62.1,60.0,6.41,6.38,3.98,4241
1208,1.5,Premium,G,SI2,62.6,59.0,7.28,7.22,4.54,8319
1209,0.7,Good,I,VS1,63.8,57.0,5.59,5.64,3.59,2048
1210,0.71,Very Good,G,VS1,63.2,57.0,5.71,5.67,3.6,2551
1211,1.29,Premium,I,VS1,59.2,60.0,7.05,7.02,4.22,6982
1212,0.61,Ideal,E,VS1,62.3,53.8,5.47,5.44,3.4,2079
1213,0.31,Very Good,H,SI1,60.9,60.0,4.33,4.34,2.64,446
1214,2.09,Ideal,G,SI1,60.8,58.0,8.28,8.24,5.04,18029
1215,0.73,Very Good,G,VS2,62.1,59.0,5.78,5.73,3.58,2617
1216,1.01,Very Good,F,VS1,60.9,58.0,6.45,6.51,3.93,7192
1217,0.41,Ideal,E,SI2,61.4,57.0,4.82,4.8,2.95,638
1218,0.7,Premium,G,SI1,62.4,55.0,5.67,5.63,3.52,2211
1219,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,1019
1220,0.9,Very Good,H,VVS2,62.1,56.0,6.15,6.17,3.83,4389
1221,0.77,Ideal,E,VS2,61.4,57.0,5.85,5.9,3.6,2827
1222,0.31,Ideal,D,IF,61.9,57.0,4.34,4.36,2.69,1316
1223,0.33,Ideal,E,SI1,61.2,57.0,4.46,4.5,2.74,521
1224,0.32,Good,J,VS1,63.1,58.0,4.33,4.35,2.73,449
1225,1.52,Good,D,SI1,61.1,61.0,7.31,7.41,4.49,11487
1226,1.56,Ideal,I,VS2,62.3,56.0,7.47,7.43,4.63,9759
1227,0.73,Ideal,E,VS1,61.6,57.0,5.75,5.78,3.55,3351
1228,1.19,Ideal,G,VVS2,62.0,57.0,6.79,6.83,4.22,10065
1229,1.13,Ideal,H,I1,61.5,56.0,6.73,6.69,4.12,3534
1230,0.31,Ideal,F,SI1,61.6,56.0,4.36,4.4,2.7,633
1231,0.38,Premium,D,VS2,62.2,58.0,4.67,4.63,2.89,981
1232,0.73,Ideal,G,VS2,61.3,55.0,5.83,5.85,3.58,3547
1233,0.32,Ideal,I,VS1,63.0,56.0,4.35,4.29,2.72,505
1234,0.52,Very Good,D,VVS2,61.2,56.0,5.16,5.2,3.17,2314
1235,0.57,Ideal,E,VS2,61.2,55.0,5.35,5.39,3.27,1689
1236,0.7,Very Good,G,VS1,63.2,56.0,5.68,5.64,3.58,2520
1237,1.16,Very Good,G,VS2,62.8,56.0,6.69,6.72,4.21,7500
1238,0.39,Very Good,F,VS1,62.7,56.0,4.65,4.69,2.92,885
1239,1.0,Ideal,E,SI1,61.0,57.0,6.46,6.41,3.92,5356
1240,0.6,Premium,J,SI1,62.6,58.0,5.37,5.41,3.38,1352
1241,1.51,Premium,E,VS2,61.5,59.0,7.37,7.31,4.51,14844
1242,0.71,Premium,H,SI2,61.5,58.0,5.76,5.69,3.51,2027
1243,0.54,Premium,D,VS2,61.9,59.0,5.23,5.26,3.24,1826
1244,0.7,Ideal,F,VS1,61.7,57.0,5.68,5.71,3.52,2724
1245,0.33,Ideal,G,VS2,61.7,55.0,4.46,4.48,2.76,629
1246,0.51,Good,G,SI1,63.8,56.0,5.07,5.02,3.22,1185
1247,0.6,Ideal,H,SI1,62.4,55.0,5.36,5.42,3.35,1202
1248,0.33,Ideal,D,SI1,60.9,57.0,4.43,4.39,2.69,780
1249,0.6,Ideal,E,SI1,61.9,56.0,5.4,5.44,3.36,1622
1250,0.73,Premium,E,SI1,58.7,59.0,5.92,5.86,3.45,2699
1251,1.51,Ideal,G,VS2,61.2,57.0,7.45,7.4,4.55,12829
1252,0.52,Ideal,D,SI1,61.8,57.0,5.12,5.16,3.18,1600
1253,1.25,Premium,J,VS2,60.4,58.0,7.02,6.97,4.22,5408
1254,0.51,Premium,E,VS2,61.6,56.0,5.18,5.15,3.18,1846
1255,0.52,Ideal,H,SI1,61.9,55.0,5.16,5.19,3.2,1096
1256,0.7,Very Good,I,SI1,63.5,57.0,5.67,5.63,3.59,1889
1257,0.31,Premium,D,VS1,61.5,59.0,4.34,4.35,2.67,949
1258,0.95,Fair,H,SI1,66.2,52.0,6.07,6.02,4.02,2935
1259,0.23,Very Good,E,VVS2,61.3,55.0,3.97,4.0,2.43,530
1260,1.01,Good,H,SI1,63.4,58.0,6.34,6.32,4.01,3387
1261,0.71,Ideal,G,VS1,61.2,56.0,5.75,5.81,3.54,2750
1262,1.52,Ideal,I,SI1,61.2,59.0,7.37,7.31,4.5,7933
1263,1.01,Very Good,H,SI1,63.4,58.0,6.34,6.38,4.03,4826
1264,1.03,Premium,G,SI1,62.5,59.0,6.41,6.38,4.0,4218
1265,0.33,Ideal,H,VVS1,62.2,55.0,4.47,4.49,2.79,754
1266,1.52,Premium,H,VS1,59.1,60.0,7.48,7.45,4.43,11815
1267,0.34,Premium,E,SI1,62.3,58.0,4.48,4.44,2.78,765
1268,0.41,Ideal,F,VVS1,61.7,57.0,4.79,4.78,2.95,1356
1269,0.85,Ideal,D,SI2,61.5,56.0,6.08,6.06,3.74,3519
1270,0.9,Good,F,SI2,63.2,58.0,6.1,6.05,3.84,3417
1271,0.73,Ideal,E,SI2,62.2,56.0,5.77,5.78,3.59,2435
1272,0.76,Premium,E,SI2,59.8,57.0,5.95,5.88,3.54,2310
1273,1.01,Premium,G,SI2,62.2,58.0,6.39,6.34,3.96,3918
1274,2.0,Very Good,D,SI2,60.3,63.0,8.08,8.13,4.91,17231
1275,0.52,Premium,D,SI1,62.6,58.0,5.13,5.17,3.22,1550
1276,0.32,Ideal,F,VS2,61.9,55.0,4.42,4.4,2.73,828
1277,0.74,Ideal,G,SI1,62.7,54.0,5.78,5.83,3.63,2583
1278,2.01,Very Good,G,SI2,60.7,62.0,8.09,8.17,4.93,12810
1279,0.3,Ideal,E,VVS1,61.7,57.0,4.3,4.34,2.67,895
1280,2.21,Premium,I,VS1,59.6,58.0,8.54,8.41,5.04,18026
1281,0.31,Good,G,VS1,63.1,55.0,4.28,4.31,2.71,604
1282,1.51,Ideal,I,SI2,61.3,56.0,7.45,7.41,4.54,7695
1283,1.01,Premium,J,SI1,62.8,60.0,6.21,6.24,3.92,3332
1284,0.53,Ideal,D,VS2,61.6,57.0,5.18,5.21,3.2,1877
1285,0.23,Ideal,I,VVS2,61.9,55.0,3.94,3.96,2.43,414
1286,2.0,Premium,F,SI2,62.6,57.0,8.04,7.99,5.03,16170
1287,1.2,Premium,I,VS1,60.0,58.0,6.95,6.91,4.16,6998
1288,0.31,Very Good,G,SI1,62.9,59.0,4.27,4.32,2.7,476
1289,1.03,Premium,G,VS2,62.4,58.0,6.47,6.43,4.01,5700
1290,0.91,Very Good,G,SI1,62.6,57.0,6.18,6.22,3.88,3965
1291,0.7,Very Good,E,VS2,63.4,56.0,5.58,5.61,3.55,2610
1292,1.58,Ideal,G,VS1,61.6,57.0,7.53,7.48,4.62,12654
1293,1.5,Premium,H,SI1,60.6,60.0,7.42,7.47,4.5,9979
1294,0.41,Ideal,J,VS1,61.9,56.0,4.8,4.78,2.96,774
1295,1.59,Premium,H,VS2,61.9,59.0,7.52,7.49,4.64,11588
1296,1.05,Premium,E,SI2,62.1,58.0,6.52,6.47,4.04,4444
1297,0.76,Ideal,E,VS2,60.2,61.0,5.96,5.92,3.57,3246
1298,0.55,Premium,G,SI1,62.5,58.0,5.26,5.22,3.27,1349
1299,0.53,Ideal,G,VVS1,62.0,56.0,5.2,5.17,3.22,1980
1300,0.33,Ideal,G,IF,60.6,57.0,4.47,4.49,2.72,984
1301,0.34,Premium,H,VS2,62.6,58.0,4.5,4.46,2.8,537
1302,1.04,Ideal,G,VS2,61.2,57.0,6.55,6.53,4.0,6250
1303,1.62,Premium,G,SI1,60.6,59.0,7.62,7.58,4.62,11263
1304,0.9,Premium,D,SI2,61.4,62.0,6.09,6.05,3.73,2958
1305,0.71,Good,G,VS2,64.1,58.0,5.64,5.59,3.59,2825
1306,0.3,Ideal,G,VS1,62.0,55.0,4.28,4.31,2.66,605
1307,1.14,Premium,G,VS2,61.3,58.0,6.78,6.72,4.13,6768
1308,0.4,Ideal,F,VS1,61.4,56.0,4.77,4.73,2.91,1129
1309,2.01,Premium,H,VS2,60.1,60.0,8.02,7.96,4.84,16239
1310,1.22,Premium,H,VVS1,61.8,58.0,6.88,6.85,4.24,10562
1311,0.5,Premium,D,SI1,60.9,58.0,5.11,5.14,3.12,1654
1312,0.34,Ideal,E,VS2,61.1,56.0,4.51,4.54,2.76,846
1313,0.31,Ideal,G,IF,62.1,54.0,4.39,4.38,2.72,924
1314,1.25,Premium,D,SI1,59.6,59.0,6.99,7.03,4.18,8975
1315,0.39,Premium,E,VS2,60.4,59.0,4.76,4.71,2.86,1090
1316,1.02,Ideal,H,SI1,60.9,57.0,6.5,6.51,3.97,4836
1317,0.3,Ideal,H,VS2,62.5,56.0,4.26,4.29,2.68,491
1318,1.08,Ideal,F,VVS2,61.1,56.0,6.66,6.58,4.04,9894
1319,1.1,Ideal,E,VVS2,61.5,56.0,6.65,6.62,4.08,10580
1320,1.53,Ideal,J,VVS2,61.8,56.0,7.36,7.42,4.58,8930
1321,0.7,Ideal,D,SI1,60.3,56.0,5.76,5.8,3.48,3360
1322,1.52,Very Good,F,SI2,62.9,59.9,7.26,7.28,4.57,7932
1323,1.22,Ideal,G,VVS2,62.3,56.0,6.89,6.82,4.27,9316
1324,0.54,Ideal,E,SI1,60.9,57.0,5.32,5.28,3.22,1548
1325,0.44,Ideal,G,VVS2,61.2,57.0,4.91,4.93,2.99,1181
1326,0.52,Ideal,F,VS2,62.1,54.0,5.17,5.19,3.21,1644
1327,0.9,Very Good,H,SI2,62.8,55.0,6.17,6.25,3.9,3998
1328,1.01,Premium,H,SI1,60.8,59.0,6.49,6.52,3.95,4242
1329,0.41,Premium,E,SI1,61.5,60.0,4.72,4.69,2.9,969
1330,0.77,Ideal,F,VS1,61.4,56.0,5.91,5.95,3.64,3838
1331,2.01,Very Good,I,SI1,63.5,59.0,7.89,7.98,5.07,14220
1332,0.74,Ideal,F,VS1,61.3,57.0,5.79,5.83,3.57,3160
1333,0.31,Premium,G,VVS1,61.7,59.0,4.33,4.35,2.68,1046
1334,0.51,Ideal,H,VVS2,61.9,57.0,5.1,5.13,3.16,1897
1335,1.5,Premium,H,SI1,62.2,61.0,7.27,7.23,4.51,9368
1336,0.54,Ideal,G,VS2,61.2,56.0,5.25,5.28,3.22,1599
1337,0.74,Ideal,D,VS2,61.8,59.0,5.72,5.83,3.57,3742
1338,1.35,Premium,G,VS2,60.3,58.0,7.2,7.17,4.33,9714
1339,0.52,Ideal,E,VS2,61.7,56.0,5.15,5.18,3.19,1561
1340,0.4,Good,G,VS2,63.4,57.0,4.67,4.7,2.97,787
1341,0.32,Ideal,H,VS2,62.3,55.0,4.42,4.38,2.74,648
1342,0.31,Very Good,H,VS1,62.8,58.0,4.31,4.34,2.72,544
1343,0.32,Ideal,G,VVS1,62.7,55.0,4.43,4.39,2.76,1104
1344,0.41,Ideal,I,VVS2,61.6,57.0,4.81,4.77,2.94,1046
1345,0.52,Premium,G,VS1,62.1,58.0,5.13,5.16,3.19,1815
1346,0.53,Ideal,H,VS2,60.2,56.0,5.26,5.3,3.17,1417
1347,0.71,Good,D,SI2,63.6,61.0,5.68,5.65,3.6,2068
1348,2.17,Very Good,J,SI2,62.8,58.0,8.19,8.23,5.18,12502
1349,1.01,Very Good,G,SI1,63.5,60.0,6.36,6.31,4.02,4631
1350,1.71,Very Good,E,SI1,63.0,58.0,7.59,7.62,4.79,14256
1351,0.71,Very Good,I,VS1,62.8,57.0,5.64,5.7,3.56,2218
1352,0.5,Premium,E,SI1,62.3,62.0,5.11,5.06,3.17,1597
1353,0.3,Premium,I,SI1,61.4,58.0,4.31,4.36,2.66,450
1354,0.38,Ideal,H,VS1,61.7,56.0,4.69,4.65,2.88,1046
1355,0.57,Premium,E,SI2,61.1,56.0,5.38,5.32,3.27,1264
1356,0.71,Very Good,E,VS2,58.9,58.0,5.83,5.87,3.44,2990
1357,2.18,Premium,F,SI2,62.1,59.0,8.38,8.26,5.16,12377
1358,0.74,Very Good,G,SI1,62.0,56.0,5.81,5.84,3.61,2749
1359,1.02,Very Good,H,SI1,64.1,56.0,6.35,6.38,4.08,4404
1360,0.38,Ideal,G,VS1,62.0,54.0,4.66,4.69,2.89,891
1361,0.72,Premium,I,VS1,59.2,58.0,5.96,5.88,3.48,2330
1362,0.31,Very Good,G,VS2,63.2,57.0,4.32,4.27,2.71,487
1363,0.71,Good,H,SI1,63.0,61.0,5.61,5.64,3.55,2207
1364,0.51,Ideal,H,SI1,62.0,54.0,5.11,5.15,3.18,1177
1365,1.05,Premium,H,SI2,62.1,59.0,6.48,6.52,4.04,4290
1366,0.33,Ideal,G,VVS1,62.5,54.0,4.43,4.47,2.78,838
1367,1.5,Ideal,G,SI1,61.2,56.0,7.39,7.32,4.5,10082
1368,1.05,Very Good,H,VS2,59.5,58.0,6.57,6.61,3.93,4912
1369,0.31,Ideal,F,VVS1,62.1,54.0,4.38,4.38,2.72,840
1370,0.98,Ideal,G,I1,61.8,57.0,6.35,6.43,3.95,3017
1371,2.14,Ideal,H,SI2,61.9,57.0,8.21,8.26,5.09,14579
1372,1.08,Premium,E,SI2,61.1,60.0,6.66,6.59,4.04,5026
1373,1.01,Ideal,H,SI2,61.8,55.0,6.38,6.43,3.96,3671
1374,0.42,Premium,G,VS1,61.5,58.0,4.82,4.85,2.97,952
1375,1.0,Premium,H,VS1,60.6,58.0,6.42,6.4,3.89,4518
1376,0.55,Ideal,F,VS1,62.0,56.0,5.28,5.25,3.27,1841
1377,1.02,Premium,D,SI1,62.5,58.0,6.43,6.47,4.03,5311
1378,0.53,Ideal,D,VS2,61.1,56.0,5.23,5.29,3.21,1805
1379,1.16,Premium,H,SI1,61.1,59.0,6.76,6.71,4.12,4755
1380,0.81,Ideal,G,VS2,62.1,57.0,5.96,6.0,3.72,3136
1381,0.31,Ideal,H,VS2,61.4,57.0,4.37,4.42,2.7,489
1382,0.53,Ideal,H,VS1,61.6,55.0,5.22,5.24,3.22,1580
1383,0.5,Ideal,G,VVS1,62.0,54.0,5.09,5.13,3.17,1950
1384,0.33,Ideal,D,VS1,60.7,56.0,4.5,4.47,2.73,1069
1385,1.57,Very Good,J,VS2,62.6,58.0,7.43,7.4,4.65,9078
1386,0.9,Very Good,F,VS2,63.5,54.0,6.11,6.15,3.89,4400
1387,1.56,Ideal,H,SI1,61.7,56.0,7.43,7.47,4.6,10071
1388,0.9,Very Good,G,VVS1,61.9,59.0,6.18,6.16,3.82,5252
1389,1.02,Premium,E,SI1,60.6,62.0,6.44,6.56,3.94,5426
1390,0.41,Premium,D,VS2,61.0,59.0,4.8,4.77,2.92,1253
1391,0.3,Premium,G,VS2,62.1,58.0,4.26,4.3,2.66,526
1392,1.01,Premium,G,VS2,62.3,59.0,6.43,6.38,3.99,5510
1393,0.41,Ideal,E,SI1,61.8,55.0,4.76,4.79,2.95,755
1394,2.01,Premium,H,SI2,62.5,60.0,7.98,8.04,4.99,13991
1395,0.31,Ideal,E,VVS2,61.6,56.0,4.41,4.43,2.72,789
1396,1.06,Ideal,J,SI1,62.5,55.0,6.51,6.55,4.08,3959
1397,1.26,Ideal,F,VVS1,61.3,55.0,7.03,6.99,4.29,15014
1398,1.09,Very Good,D,VS2,63.1,56.0,6.52,6.55,4.12,7149
1399,0.7,Premium,F,SI1,63.0,60.0,5.61,5.57,3.53,2401
1400,0.33,Ideal,G,IF,60.8,57.0,4.49,4.51,2.73,979
1401,0.54,Ideal,H,SI2,61.0,56.0,5.25,5.31,3.22,1000
1402,0.31,Ideal,G,IF,61.1,56.0,4.37,4.39,2.68,918
1403,1.03,Premium,H,VVS1,61.6,59.0,6.51,6.45,3.98,7372
1404,1.01,Ideal,F,IF,61.1,56.0,6.47,6.5,3.95,10800
1405,0.4,Ideal,D,VS2,61.2,56.0,4.68,4.72,2.87,1125
1406,0.28,Ideal,G,VVS2,61.0,56.0,4.26,4.3,2.6,675
1407,0.42,Premium,F,VVS2,60.8,59.0,4.82,4.85,2.94,1232
1408,1.59,Premium,J,VS1,60.9,59.0,7.56,7.5,4.58,9370
1409,1.01,Ideal,E,VS2,61.4,55.0,6.45,6.49,3.97,6640
1410,1.51,Premium,E,SI2,62.9,58.0,7.27,7.22,4.55,9411
1411,0.72,Very Good,H,VS2,62.9,56.0,5.7,5.75,3.6,2450
1412,0.54,Very Good,F,VS2,61.9,58.0,5.19,5.22,3.23,1668
1413,0.36,Very Good,G,SI1,63.1,57.0,4.55,4.58,2.88,708
1414,0.5,Very Good,F,VS1,62.9,57.0,5.06,5.08,3.19,1838
1415,0.4,Very Good,E,SI1,62.9,56.0,4.7,4.72,2.97,882
1416,0.59,Very Good,F,VS2,60.3,57.0,5.44,5.41,3.26,1789
1417,0.3,Very Good,G,VVS2,63.5,59.0,4.27,4.24,2.69,684
1418,0.33,Premium,G,VVS2,60.7,59.0,4.48,4.51,2.73,752
1419,1.5,Very Good,E,SI2,63.1,56.0,7.22,7.25,4.57,8097
1420,0.33,Very Good,H,SI1,62.5,59.0,4.41,4.39,2.75,539
1421,0.3,Premium,H,SI1,62.7,58.0,4.27,4.23,2.67,554
1422,0.7,Very Good,F,SI2,61.3,58.0,5.68,5.7,3.48,2092
1423,0.42,Very Good,F,SI1,61.5,57.0,4.78,4.81,2.95,926
1424,1.01,Premium,E,SI2,59.0,59.0,6.59,6.55,3.88,3402
1425,0.33,Very Good,F,VS2,61.6,57.0,4.48,4.52,2.78,579
1426,2.02,Very Good,I,SI2,62.9,59.0,7.94,8.03,5.02,13400
1427,0.7,Ideal,G,VS2,61.3,57.0,5.71,5.75,3.51,2825
1428,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.76,3.54,3494
1429,0.5,Premium,G,VVS1,62.3,60.0,5.12,5.08,3.18,2070
1430,1.17,Ideal,F,VS1,62.1,55.0,6.74,6.77,4.2,8286
1431,1.0,Very Good,E,SI2,63.2,57.0,6.3,6.34,3.99,4730
1432,1.52,Ideal,G,VS2,61.8,56.0,7.36,7.39,4.56,13207
1433,0.53,Ideal,D,VS2,62.3,57.0,5.14,5.18,3.21,1956
1434,1.02,Ideal,E,SI2,62.3,55.0,6.44,6.41,4.0,3996
1435,1.5,Premium,F,SI2,62.7,57.0,7.33,7.31,4.58,8907
1436,1.5,Premium,H,VS2,62.0,59.0,7.32,7.27,4.52,11007
1437,0.41,Ideal,F,VVS1,61.4,56.0,4.77,4.8,2.94,1168
1438,0.9,Good,D,SI2,62.6,58.0,6.08,6.12,3.83,3715
1439,1.03,Very Good,H,VS2,63.0,56.0,6.4,6.45,4.04,5469
1440,0.85,Premium,D,SI2,59.4,59.0,6.19,6.14,3.66,3210
1441,0.75,Premium,E,SI1,58.5,60.0,5.97,6.0,3.51,3267
1442,0.52,Ideal,F,SI1,61.0,56.0,5.16,5.21,3.17,1316
1443,1.5,Good,G,VS1,64.1,59.0,7.19,7.25,4.61,12754
1444,1.03,Ideal,H,SI1,61.9,57.0,6.48,6.5,4.02,4921
1445,0.3,Ideal,F,VVS1,62.2,55.0,4.3,4.34,2.69,955
1446,0.71,Ideal,F,SI1,61.6,56.0,5.7,5.8,3.54,2719
1447,0.3,Premium,I,VS2,61.0,60.0,4.38,4.33,2.66,630
1448,0.42,Ideal,E,SI2,62.4,57.0,4.76,4.8,2.98,716
1449,0.9,Very Good,G,VS1,62.8,57.0,6.12,6.15,3.86,4508
1450,0.34,Ideal,G,VVS2,62.1,56.0,4.48,4.53,2.8,745
1451,0.71,Very Good,I,SI1,62.1,53.0,5.69,5.76,3.55,2321
1452,0.52,Ideal,D,VS2,61.4,56.0,5.18,5.22,3.2,1919
1453,1.71,Ideal,H,SI2,62.5,56.0,7.63,7.69,4.79,9120
1454,1.01,Very Good,D,SI1,62.8,58.0,6.34,6.39,3.99,4853
1455,0.41,Ideal,G,VS2,62.4,57.0,4.76,4.72,2.95,1061
1456,1.2,Premium,F,VVS2,62.5,59.0,6.65,6.75,4.19,10680
1457,0.7,Good,D,SI2,60.7,62.0,5.69,5.72,3.46,2398
1458,0.31,Ideal,D,VS2,62.0,54.0,4.35,4.36,2.7,871
1459,0.3,Ideal,G,VS2,62.3,53.0,4.27,4.31,2.68,545
1460,1.2,Premium,H,SI2,62.0,61.0,6.79,6.73,4.19,4704
1461,0.31,Ideal,D,VS2,61.9,55.0,4.32,4.36,2.69,734
1462,0.7,Premium,H,VS2,61.1,59.0,5.76,5.68,3.5,2010
1463,1.03,Ideal,G,VS1,62.0,56.0,6.48,6.5,4.03,6620
1464,0.36,Ideal,D,SI1,61.6,56.0,4.56,4.6,2.82,663
1465,1.02,Premium,H,SI1,62.8,58.0,6.45,6.34,4.0,4246
1466,1.33,Premium,H,SI1,59.2,60.0,7.08,7.14,4.25,6237
1467,0.7,Very Good,J,VS2,61.5,59.0,5.67,5.69,3.5,2022
1468,1.71,Very Good,G,VS2,62.8,58.0,7.54,7.58,4.75,16389
1469,0.33,Premium,E,SI1,61.7,59.0,4.44,4.42,2.73,682
1470,0.7,Premium,E,SI1,60.8,58.0,5.62,5.69,3.45,2275
1471,1.0,Premium,H,SI2,62.4,59.0,6.37,6.41,3.99,3696
1472,0.5,Premium,E,VS2,59.8,60.0,5.18,5.21,3.11,1424
1473,0.32,Ideal,E,VVS1,61.9,56.0,4.38,4.41,2.72,912
1474,0.3,Ideal,F,VS1,62.3,57.0,4.31,4.34,2.69,658
1475,0.31,Ideal,I,VS2,60.6,57.0,4.33,4.37,2.63,435
1476,1.02,Very Good,H,VS1,61.0,56.0,6.47,6.51,3.96,5610
1477,0.72,Very Good,E,VS2,61.4,56.0,5.76,5.79,3.54,2921
1478,0.51,Premium,D,VS1,62.0,59.0,5.08,5.14,3.16,1837
1479,0.71,Very Good,E,SI2,63.0,58.0,5.66,5.69,3.57,2381
1480,2.0,Premium,I,VS2,60.3,59.0,8.14,8.08,4.91,16547
1481,0.7,Ideal,G,SI2,61.8,57.0,5.72,5.75,3.53,2117
1482,0.31,Ideal,G,IF,61.7,56.0,4.38,4.35,2.69,988
