id,carat,cut,color,clarity,depth,table,x,y,z,price
2576,0.3,Ideal,G,VS2,61.6,56.0,4.34,4.3,2.66,675
4937,0.3,Ideal,F,IF,61.8,58.0,4.29,4.32,2.66,886
1078,0.41,Premium,G,VS1,60.5,60.0,4.75,4.77,2.88,961
3249,0.7,Very Good,D,SI1,60.4,56.0,5.71,5.74,3.46,2604
3127,1.11,Premium,H,SI1,61.1,61.0,6.61,6.66,4.06,5405
2488,0.3,Ideal,E,VVS1,62.3,56.0,4.3,4.32,2.68,862
940,0.54,Ideal,G,VVS2,61.6,56.0,5.24,5.24,3.23,1841
1080,1.02,Premium,F,VVS1,62.9,58.0,6.37,6.33,4.01,9384
187,1.61,Very Good,H,SI1,61.2,56.0,7.54,7.64,4.64,9218
2634,0.33,Ideal,I,IF,62.3,57.0,4.43,4.47,2.77,694
2085,0.41,Ideal,E,VS2,61.8,55.0,4.83,4.78,2.97,975
2249,0.34,Ideal,F,SI2,61.3,55.0,4.54,4.5,2.77,574
4891,2.05,Premium,I,SI1,61.4,58.0,8.16,8.18,5.03,15802
2023,0.72,Premium,G,SI2,61.7,59.0,5.73,5.68,3.52,1929
3539,0.72,Very Good,I,VS1,62.9,57.0,5.69,5.74,3.59,2338
4048,0.31,Ideal,H,SI1,61.2,54.0,4.36,4.4,2.68,464
3606,2.01,Premium,I,SI2,60.8,59.0,8.21,8.15,4.96,14208
226,1.01,Premium,H,VS2,62.5,58.0,6.45,6.41,4.02,4911
4848,1.0,Very Good,G,SI2,60.5,61.0,6.37,6.42,3.87,4291
1929,0.54,Ideal,G,VS1,60.6,56.0,5.27,5.32,3.21,1842
3055,1.02,Premium,J,SI2,62.7,59.0,6.42,6.38,4.01,3175
4490,0.31,Ideal,D,VS1,61.4,56.0,4.34,4.37,2.67,673
1404,1.01,Ideal,F,IF,61.1,56.0,6.47,6.5,3.95,10800
2179,0.36,Ideal,H,SI1,61.6,56.0,4.57,4.6,2.82,555
697,1.23,Very Good,D,SI2,61.8,58.0,6.92,6.88,4.26,6626
1124,1.21,Ideal,G,VVS2,61.2,57.0,6.89,6.86,4.21,9804
3361,0.5,Ideal,G,SI2,62.0,56.0,5.09,5.12,3.17,1031
4135,0.81,Very Good,F,SI2,61.2,57.0,5.95,6.01,3.66,3282
1778,0.72,Ideal,H,SI1,61.2,57.0,5.75,5.79,3.53,2337
2858,0.33,Ideal,D,VS2,61.6,55.0,4.46,4.44,2.74,848
1037,0.46,Ideal,E,VS2,62.3,56.0,4.95,4.97,3.1,1173
4457,0.33,Ideal,D,SI1,61.9,57.0,4.4,4.43,2.74,755
2256,0.4,Premium,D,SI2,62.0,59.0,4.74,4.77,2.95,874
313,0.52,Ideal,E,SI1,62.3,57.0,5.16,5.13,3.2,1435
2281,0.73,Premium,D,SI1,62.9,58.0,5.75,5.71,3.59,2886
1416,0.59,Very Good,F,VS2,60.3,57.0,5.44,5.41,3.26,1789
1036,0.39,Ideal,G,VS1,62.4,57.0,4.68,4.64,2.91,1097
2159,1.2,Premium,I,SI2,58.6,61.0,6.92,6.89,4.05,5535
4163,0.91,Premium,D,SI1,63.0,59.0,6.14,6.09,3.85,3641
1754,1.11,Ideal,H,VS2,61.3,56.0,6.69,6.66,4.09,4955
3112,0.9,Premium,I,SI2,62.0,58.0,6.13,6.16,3.81,2834
2813,1.21,Premium,H,VS1,61.8,58.0,6.84,6.81,4.22,7862
2698,0.71,Ideal,G,SI1,61.9,57.0,5.71,5.76,3.55,2549
3207,1.56,Ideal,G,VS2,61.4,57.0,7.51,7.43,4.59,12095
4301,0.47,Ideal,E,SI1,62.3,55.0,4.98,5.0,3.13,1090
3431,0.3,Very Good,G,VVS2,62.9,59.0,4.24,4.28,2.68,617
1506,0.4,Very Good,E,VS1,63.1,54.0,4.73,4.7,2.98,1053
1923,0.53,Ideal,H,VS1,62.0,54.0,5.21,5.23,3.24,1350
448,1.82,Premium,E,SI1,60.7,60.0,7.89,7.85,4.81,17849
4128,1.07,Ideal,H,SI1,61.6,57.0,6.56,6.52,4.03,4613
2528,1.24,Ideal,I,SI1,62.1,56.0,6.85,6.89,4.28,5976
4970,1.0,Ideal,F,SI1,62.0,57.0,6.4,6.43,3.98,5292
2789,2.02,Premium,I,VS2,67.5,58.0,7.77,7.68,5.21,11094
361,0.25,Ideal,H,VVS1,62.0,54.0,4.09,4.11,2.54,525
2183,0.31,Very Good,I,VS1,62.3,56.0,4.34,4.37,2.71,568
1134,0.54,Ideal,F,SI1,61.9,54.0,5.23,5.27,3.25,1394
3880,1.01,Very Good,G,VS2,60.7,57.0,6.48,6.53,3.94,5839
2155,0.7,Ideal,I,VVS2,61.6,56.0,5.72,5.74,3.53,2367
1830,0.7,Very Good,H,SI1,62.6,57.0,5.61,5.68,3.53,2112
1053,0.42,Ideal,G,VS1,60.5,57.0,4.84,4.81,2.91,917
22,0.25,Ideal,E,VS2,61.4,57.0,4.05,4.08,2.48,470
2066,0.42,Ideal,E,SI2,62.9,55.0,4.77,4.8,3.01,873
1653,1.21,Premium,G,VS1,61.7,58.0,6.82,6.85,4.21,9399
2587,0.53,Ideal,G,VS1,62.4,56.0,5.18,5.22,3.24,1815
3210,1.01,Premium,F,SI1,59.1,61.0,6.5,6.58,3.88,5073
4303,0.31,Ideal,G,VVS1,61.4,56.0,4.38,4.4,2.7,789
4036,0.31,Ideal,F,VS2,62.2,55.0,4.28,4.3,2.67,625
2325,1.22,Very Good,F,SI2,63.2,55.0,6.77,6.74,4.28,6973
460,1.24,Ideal,H,VS1,61.4,57.0,6.91,6.95,4.26,8545
1067,0.52,Ideal,G,SI1,61.8,56.0,5.19,5.14,3.2,1318
87,0.31,Very Good,D,SI1,63.0,54.0,4.33,4.37,2.74,571
1430,1.17,Ideal,F,VS1,62.1,55.0,6.74,6.77,4.2,8286
2647,0.3,Premium,G,VS1,62.2,58.0,4.27,4.29,2.66,605
282,0.76,Very Good,H,SI2,59.6,58.0,5.92,5.96,3.55,2372
462,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,624
212,0.52,Ideal,H,VVS1,62.2,55.0,5.15,5.17,3.21,1721
2499,0.32,Ideal,D,VVS1,61.7,54.0,4.39,4.42,2.72,974
1368,1.05,Very Good,H,VS2,59.5,58.0,6.57,6.61,3.93,4912
234,0.42,Ideal,G,VS1,62.6,57.0,4.84,4.75,2.99,1050
2770,1.2,Premium,H,SI1,61.9,59.0,6.79,6.74,4.19,5595
597,1.11,Premium,H,SI1,62.0,58.0,6.67,6.6,4.12,5506
4421,1.5,Very Good,I,VS2,63.2,56.0,7.22,7.27,4.57,8644
2250,1.5,Premium,H,SI1,61.3,58.0,7.43,7.4,4.55,10336
4031,1.13,Ideal,E,VVS2,61.2,57.0,6.69,6.66,4.08,10003
2283,0.31,Ideal,G,IF,62.7,56.0,4.37,4.31,2.72,959
662,0.9,Very Good,F,SI1,63.5,56.0,6.1,6.13,3.88,4133
4964,0.31,Ideal,G,IF,61.4,54.0,4.37,4.39,2.69,891
2285,0.33,Ideal,J,VS2,61.8,57.0,4.48,4.44,2.76,557
4717,0.47,Ideal,E,VS1,62.2,54.0,4.99,5.03,3.11,1649
3193,0.54,Premium,F,SI2,62.4,60.0,5.21,5.19,3.25,1176
2503,0.91,Good,E,SI1,63.7,59.0,6.11,6.15,3.92,4227
4043,0.54,Ideal,G,VVS1,61.9,56.0,5.23,5.2,3.23,1925
779,1.53,Premium,F,SI1,61.6,58.0,7.37,7.41,4.56,10880
4019,0.7,Fair,D,SI2,64.6,59.0,5.59,5.55,3.59,2382
3426,0.73,Ideal,E,VS2,62.6,56.0,5.75,5.74,3.59,3052
4307,1.11,Premium,D,VVS2,62.8,58.0,6.61,6.56,4.14,12360
3196,0.3,Very Good,E,VS2,62.9,58.0,4.3,4.25,2.69,621
4836,1.59,Ideal,J,SI1,62.1,55.0,7.49,7.54,4.66,8645
685,0.32,Ideal,G,VVS2,62.2,54.0,4.34,4.37,2.71,730
3169,0.59,Ideal,F,VVS2,62.9,53.0,5.38,5.41,3.39,2389
3926,0.41,Very Good,H,VS2,62.6,54.0,4.75,4.79,2.98,783
3434,0.32,Ideal,E,VS2,62.6,55.0,4.41,4.39,2.75,900
2171,1.01,Very Good,F,SI1,63.1,58.0,6.34,6.3,3.99,4674
3689,0.82,Premium,E,SI2,60.6,60.0,6.08,6.05,3.67,2824
1850,1.05,Ideal,G,SI1,62.4,56.0,6.5,6.54,4.07,6285
487,1.7,Ideal,I,VS1,60.8,56.0,7.76,7.69,4.7,13034
1688,1.31,Very Good,H,VS1,61.9,57.0,7.03,7.06,4.34,8593
2230,0.61,Ideal,H,SI1,62.8,55.0,5.39,5.44,3.39,1395
3264,0.7,Ideal,E,SI2,62.5,56.0,5.66,5.69,3.54,2326
2320,0.9,Very Good,H,VS1,62.5,56.0,6.1,6.19,3.84,4580
782,0.24,Very Good,E,VS2,61.9,59.0,3.96,3.99,2.46,367
521,2.0,Very Good,G,SI2,62.0,62.0,8.0,7.96,4.93,11927
522,0.33,Ideal,G,VS2,60.8,56.0,4.45,4.49,2.72,586
2837,0.52,Ideal,E,VS1,61.2,56.0,5.22,5.18,3.18,1793
4540,0.43,Ideal,G,VS1,62.5,54.0,4.89,4.84,3.04,1121
2398,1.2,Premium,G,VS1,62.3,59.0,6.82,6.77,4.23,8265
2207,0.38,Premium,D,SI2,62.1,58.0,4.61,4.65,2.87,683
3477,1.0,Premium,G,SI1,62.5,60.0,6.36,6.32,3.96,4764
3552,1.08,Ideal,G,SI1,61.9,57.0,6.58,6.62,4.08,5577
4087,0.54,Ideal,E,SI1,61.7,55.0,5.24,5.26,3.24,1746
2822,1.01,Very Good,G,SI2,63.2,59.0,6.37,6.3,4.0,3901
1511,1.52,Premium,I,VS2,59.3,61.0,7.49,7.45,4.41,9471
1882,0.78,Ideal,E,SI2,61.3,59.0,5.92,5.95,3.63,10003
651,0.33,Very Good,E,VVS1,63.1,54.0,4.41,4.36,2.77,858
4552,0.61,Ideal,G,VS1,61.8,54.0,5.46,5.5,3.38,1931
3089,0.7,Ideal,I,SI1,61.4,55.0,5.73,5.76,3.52,2141
369,1.19,Premium,H,SI1,62.9,56.0,6.82,6.75,4.27,5802
4998,0.72,Ideal,I,VS1,61.6,57.0,5.73,5.76,3.54,2421
118,1.06,Premium,E,SI2,60.9,59.0,6.58,6.56,4.02,4504
3320,1.02,Premium,E,VS2,62.8,58.0,6.47,6.43,4.05,6261
3034,1.02,Premium,J,SI1,62.5,58.0,6.45,6.38,4.01,4072
2216,0.9,Premium,E,SI2,62.0,58.0,6.13,6.09,3.79,4270
3542,0.7,Good,G,SI1,63.1,65.0,5.62,5.65,3.57,2415
1613,0.9,Very Good,F,SI1,61.9,58.0,6.1,6.15,3.78,4170
3151,1.05,Ideal,G,VS1,61.8,57.0,6.49,6.52,4.02,6857
962,0.4,Fair,E,SI1,64.7,55.0,4.7,4.67,3.01,882
2510,1.0,Premium,F,SI1,61.0,60.0,6.4,6.35,3.89,5713
3831,2.19,Good,D,SI2,60.2,60.0,8.37,8.46,5.08,18526
2823,0.38,Ideal,E,SI1,61.9,53.8,4.65,4.68,2.89,693
4653,0.9,Premium,G,SI1,62.2,58.0,6.09,6.12,3.8,3423
3032,1.14,Ideal,D,SI2,62.3,56.0,6.73,6.68,4.17,5376
2415,1.21,Premium,G,SI1,62.7,55.0,6.79,6.74,4.24,6738
4655,0.43,Ideal,D,VS2,62.2,55.0,4.84,4.88,3.02,1129
4237,1.06,Ideal,G,VS2,61.4,56.0,6.61,6.57,4.03,6606
2185,0.91,Premium,H,SI2,61.2,59.0,6.21,6.19,3.79,3394
3669,0.42,Ideal,G,VS1,61.1,57.0,4.82,4.85,2.95,921
2037,0.75,Ideal,D,VS1,61.9,56.0,5.81,5.85,3.61,3334
4262,0.4,Ideal,G,VS1,61.7,54.0,4.76,4.81,2.95,817
772,0.4,Very Good,D,SI2,60.1,58.0,4.74,4.8,2.87,612
1284,0.53,Ideal,D,VS2,61.6,57.0,5.18,5.21,3.2,1877
4604,0.51,Ideal,F,VS1,61.5,55.0,5.17,5.15,3.17,1753
4834,1.07,Premium,G,SI2,62.2,56.0,6.56,6.52,4.08,3992
1414,0.5,Very Good,F,VS1,62.9,57.0,5.06,5.08,3.19,1838
1234,0.52,Very Good,D,VVS2,61.2,56.0,5.16,5.2,3.17,2314
2699,1.51,Very Good,I,SI2,62.4,59.0,7.26,7.34,4.55,7422
435,1.32,Very Good,G,VVS1,61.8,60.0,7.04,6.99,4.33,12787
1674,0.4,Ideal,E,SI1,62.4,54.0,4.72,4.76,2.95,687
365,1.04,Premium,H,SI1,60.2,59.0,6.61,6.66,3.99,5161
2649,2.02,Premium,H,SI1,59.6,58.0,8.09,8.13,4.86,17476
231,0.41,Premium,F,VVS1,62.1,59.0,4.75,4.78,2.96,1265
4478,0.24,Very Good,F,VS1,63.0,58.0,3.92,3.95,2.48,419
4041,0.79,Ideal,E,SI2,61.3,56.0,5.95,5.98,3.66,2902
4400,1.11,Premium,H,SI1,62.6,58.0,6.6,6.56,4.13,4838
407,0.55,Ideal,G,SI1,61.7,57.0,5.28,5.3,3.26,1454
2090,1.04,Ideal,G,SI2,61.9,56.0,6.51,6.46,4.03,4442
86,0.32,Ideal,H,VS1,62.3,56.0,4.38,4.35,2.72,720
844,1.51,Good,H,VS1,63.7,55.0,7.28,7.25,4.63,9298
1031,0.34,Ideal,F,VVS1,61.8,55.0,4.51,4.47,2.78,984
2855,1.01,Very Good,E,SI2,58.9,60.0,6.54,6.59,3.86,4668
4109,1.52,Premium,E,SI2,59.6,60.0,7.53,7.48,4.49,10483
4397,0.57,Ideal,J,VS2,61.2,57.0,5.33,5.38,3.27,1060
3893,1.0,Very Good,E,SI1,60.1,62.0,6.34,6.4,3.84,4854
2658,0.9,Premium,J,VS2,62.4,58.0,6.16,6.12,3.83,3114
855,0.55,Premium,H,SI1,61.3,58.0,5.31,5.29,3.25,1243
78,0.9,Good,E,SI1,63.6,59.0,6.1,6.06,3.87,3570
2247,0.31,Very Good,H,VS1,62.9,59.0,4.31,4.33,2.72,698
4571,0.9,Ideal,H,VS2,62.1,55.0,6.16,6.21,3.85,4078
3656,1.52,Premium,G,SI1,61.0,59.0,7.4,7.37,4.51,10934
4151,0.3,Ideal,E,VVS2,62.2,53.0,4.34,4.39,2.71,842
3378,0.5,Very Good,D,SI1,61.4,58.0,5.06,5.02,3.1,1243
2279,1.26,Ideal,J,VVS2,62.1,55.0,6.93,6.89,4.29,12342
2598,1.01,Premium,H,SI1,61.1,60.0,6.5,6.43,3.95,4829
4159,0.5,Very Good,G,VS2,61.4,57.0,5.09,5.15,3.15,1358
3870,0.7,Very Good,D,VS2,61.0,60.0,5.75,5.72,3.49,2708
3428,1.0,Fair,F,SI2,65.3,66.0,6.25,6.2,4.04,4232
2176,0.38,Ideal,E,VVS2,62.3,57.0,4.63,4.65,2.88,1100
424,0.9,Good,D,SI2,62.5,63.0,6.09,6.12,3.81,3730
392,0.34,Ideal,E,VVS1,61.4,57.0,4.47,4.52,2.76,1017
4727,0.54,Premium,F,VS1,61.3,60.0,5.25,5.21,3.21,2039
3693,0.4,Ideal,F,SI1,60.4,58.0,4.76,4.78,2.88,660
104,1.53,Ideal,I,VVS2,61.3,56.0,7.41,7.45,4.55,11531
3994,0.41,Ideal,F,VVS1,61.9,55.0,4.79,4.77,2.96,1356
4856,0.72,Very Good,G,VS2,62.8,57.0,5.71,5.74,3.61,2550
1948,0.53,Very Good,D,VS1,62.8,57.0,5.14,5.19,3.24,1873
1459,0.3,Ideal,G,VS2,62.3,53.0,4.27,4.31,2.68,545
3257,0.41,Ideal,F,VVS1,60.7,55.0,4.8,4.85,2.93,1196
2803,0.51,Premium,G,VS1,62.5,58.0,5.08,5.13,3.19,1569
2706,0.9,Premium,F,SI2,59.0,61.0,6.2,6.16,3.63,3470
4790,0.7,Premium,D,VS2,59.4,60.0,5.79,5.75,3.45,2608
1587,1.2,Premium,H,SI1,60.8,60.0,6.87,6.84,4.16,5444
3659,1.21,Ideal,J,SI1,60.0,55.0,6.99,6.89,4.15,5029
1731,0.71,Premium,E,SI1,60.7,58.0,5.76,5.82,3.52,2515
4765,0.37,Premium,D,VS1,61.4,58.0,4.63,4.66,2.84,1104
4224,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.38,2.69,766
3681,1.5,Very Good,J,VS1,59.6,61.0,7.38,7.35,4.41,7744
1791,2.05,Premium,I,VS2,59.7,60.0,8.32,8.25,4.96,15529
2355,1.22,Ideal,D,VS2,62.6,55.0,6.79,6.77,4.25,8658
1940,0.3,Ideal,E,VVS1,62.0,55.0,4.3,4.33,2.68,826
702,1.3,Ideal,G,VVS2,62.0,57.0,7.02,6.98,4.34,10043
2442,0.3,Ideal,G,SI1,62.3,55.0,4.27,4.29,2.67,477
4376,2.13,Ideal,F,SI2,62.2,55.0,8.19,8.27,5.11,18578
496,0.73,Ideal,G,SI2,61.4,57.0,5.79,5.82,3.56,2262
464,0.27,Ideal,G,VVS1,62.0,56.0,4.12,4.16,2.56,559
4071,0.41,Ideal,G,VVS1,61.5,56.0,4.75,4.82,2.94,1169
4334,0.5,Premium,E,SI2,58.6,61.0,5.17,5.14,3.04,1206
172,0.55,Very Good,D,SI1,60.7,59.0,5.31,5.29,3.23,1949
4944,2.03,Ideal,J,VS2,62.3,55.0,8.13,8.17,5.06,14199
4797,0.7,Ideal,I,VVS1,62.0,54.0,5.71,5.73,3.55,3351
2540,1.0,Good,F,VS2,63.2,58.0,6.31,6.38,4.01,5980
3262,0.52,Good,G,VS1,65.0,55.0,5.02,5.08,3.23,1815
4681,0.28,Ideal,G,VS1,60.1,56.0,4.22,4.25,2.55,490
2260,0.42,Premium,D,SI2,62.9,58.0,4.75,4.72,2.98,898
2112,0.3,Ideal,G,VS1,62.4,57.0,4.28,4.31,2.68,605
900,0.31,Ideal,I,SI1,62.0,56.0,4.33,4.31,2.68,388
1446,0.71,Ideal,F,SI1,61.6,56.0,5.7,5.8,3.54,2719
3573,1.02,Premium,H,SI1,63.0,55.0,6.53,6.39,4.07,4967
741,0.32,Ideal,D,VVS2,61.4,56.0,4.42,4.46,2.72,1026
2293,0.3,Very Good,H,VS2,62.6,56.0,4.27,4.32,2.69,491
2452,0.25,Very Good,E,VVS2,62.9,56.0,3.99,4.04,2.53,547
2622,0.31,Ideal,G,SI1,62.0,54.0,4.34,4.38,2.7,493
4078,0.42,Very Good,D,VS2,63.2,55.0,4.76,4.8,3.02,1032
1206,0.71,Ideal,E,VS2,62.6,55.0,5.69,5.74,3.58,3347
509,0.51,Premium,F,SI1,61.7,59.0,5.13,5.16,3.16,1356
2620,0.33,Ideal,F,VS2,60.0,57.9,4.49,4.46,2.69,854
2802,1.52,Premium,H,SI2,62.3,60.0,7.31,7.36,4.57,7909
3313,0.73,Ideal,D,SI2,61.7,56.0,5.79,5.81,3.57,2706
1549,0.3,Ideal,H,SI1,61.8,53.9,4.32,4.35,2.68,450
4564,0.3,Premium,D,VS2,59.8,60.0,4.36,4.38,2.6,734
2202,0.85,Good,E,VS2,59.9,57.0,6.13,6.19,3.68,4372
2566,0.72,Ideal,G,SI1,62.5,57.0,5.73,5.76,3.59,2368
3892,0.41,Ideal,E,VVS2,62.2,54.0,4.75,4.8,2.97,1001
2044,0.56,Ideal,H,VS2,62.5,53.0,5.3,5.28,3.31,1591
767,1.22,Ideal,H,VS2,60.7,59.0,6.92,6.89,4.19,5885
4873,0.7,Ideal,F,SI1,62.0,57.0,5.62,5.65,3.49,2409
3738,0.32,Good,G,SI1,63.8,58.0,4.35,4.34,2.77,477
421,0.74,Ideal,F,SI1,61.7,56.0,5.83,5.77,3.57,2677
123,0.3,Ideal,H,SI2,62.7,54.0,4.34,4.3,2.71,506
4162,1.51,Very Good,E,SI1,61.5,58.0,7.36,7.33,4.51,10809
2628,1.04,Ideal,E,VS2,61.6,57.0,6.51,6.47,4.0,6776
819,1.51,Very Good,D,VS2,62.2,56.0,7.36,7.31,4.56,16087
1403,1.03,Premium,H,VVS1,61.6,59.0,6.51,6.45,3.98,7372
1382,0.53,Ideal,H,VS1,61.6,55.0,5.22,5.24,3.22,1580
2148,1.22,Premium,H,VS2,62.4,60.0,6.89,6.83,4.27,7055
1575,1.05,Premium,D,SI2,62.5,59.0,6.49,6.45,4.04,4449
1638,0.32,Very Good,E,SI1,62.3,58.0,4.37,4.4,2.73,561
1795,0.21,Very Good,E,VS2,63.7,55.0,3.84,3.88,2.4,367
4816,1.02,Very Good,H,SI1,63.1,57.0,6.34,6.45,4.04,4950
399,1.0,Very Good,F,VVS2,62.9,57.0,6.32,6.27,3.96,11003
2310,1.0,Very Good,F,VS2,62.2,54.0,6.36,6.41,3.96,7211
882,0.51,Ideal,D,VS2,60.0,57.0,5.23,5.19,3.11,1680
4974,1.64,Ideal,G,VS2,62.8,57.0,7.59,7.55,4.74,13929
2897,0.53,Ideal,F,SI1,62.2,55.0,5.19,5.22,3.23,1383
1352,0.5,Premium,E,SI1,62.3,62.0,5.11,5.06,3.17,1597
2742,1.02,Premium,H,SI1,62.7,60.0,6.39,6.36,4.0,4378
4931,0.9,Very Good,I,VS2,59.6,59.0,6.31,6.27,3.73,3198
2130,1.04,Ideal,F,VVS2,62.2,56.0,6.45,6.53,4.04,8716
982,0.72,Very Good,F,VS1,63.2,57.0,5.68,5.7,3.59,3061
456,0.3,Ideal,G,VS1,61.9,57.0,4.29,4.32,2.66,605
4119,0.5,Ideal,H,VS2,62.4,58.0,5.08,5.11,3.18,1337
1079,1.13,Ideal,D,SI2,62.6,57.0,6.66,6.62,4.15,5280
1950,1.01,Premium,F,SI2,58.9,61.0,6.58,6.46,3.85,3917
4315,0.3,Premium,I,SI1,61.0,60.0,4.33,4.37,2.65,434
689,0.5,Good,F,SI1,63.6,57.0,5.09,5.06,3.23,1132
2429,2.21,Premium,J,VS2,61.3,59.0,8.36,8.32,5.11,17168
641,0.41,Very Good,F,VS1,62.8,57.0,4.69,4.72,2.96,1007
2392,0.44,Ideal,D,VS1,62.7,57.0,4.8,4.83,3.02,1571
1953,1.02,Very Good,J,SI2,63.5,57.0,6.36,6.4,4.05,3391
2748,0.32,Ideal,E,VS2,61.8,55.0,4.45,4.41,2.74,900
4314,0.42,Very Good,F,VS2,59.8,59.0,4.87,4.84,2.91,958
3435,0.53,Ideal,E,VS2,62.3,57.0,5.16,5.21,3.23,1819
3336,0.3,Ideal,G,VVS1,62.1,56.0,4.32,4.32,2.68,1013
4767,0.35,Ideal,D,VS2,61.4,57.0,4.52,4.56,2.79,862
3370,1.66,Ideal,G,VS2,61.2,57.0,7.62,7.66,4.66,13853
1884,0.74,Ideal,G,VS1,61.3,57.0,5.85,5.85,3.59,2964
389,0.24,Very Good,E,VS1,62.0,58.0,3.95,3.99,2.46,419
2494,1.11,Ideal,H,SI1,62.3,54.0,6.65,6.62,4.14,6096
3878,0.42,Good,G,VS2,57.6,59.0,4.93,4.69,2.8,1087
3856,0.31,Premium,H,VS1,62.2,59.0,4.32,4.35,2.7,544
845,2.08,Ideal,F,SI2,59.3,57.0,8.35,8.27,4.94,17448
542,0.41,Ideal,I,VS1,61.4,55.0,4.82,4.8,2.95,969
91,1.48,Very Good,I,SI2,62.3,62.0,7.17,7.23,4.49,7270
3889,1.01,Premium,I,SI2,61.6,61.0,6.37,6.41,3.94,3462
1979,1.71,Premium,G,VS2,60.9,60.0,7.79,7.7,4.72,15619
2812,0.7,Good,I,SI1,64.2,58.0,5.52,5.57,3.57,2028
4082,0.43,Ideal,E,VS2,62.9,56.0,4.86,4.79,3.03,1048
2902,0.31,Premium,F,VVS1,61.8,58.0,4.37,4.33,2.69,904
2529,0.7,Very Good,F,VS2,61.3,63.0,5.67,5.71,3.48,2762
1676,0.32,Ideal,D,VS1,62.4,54.0,4.36,4.39,2.73,817
1048,0.4,Ideal,F,VVS2,62.2,56.0,4.72,4.74,2.94,1094
1960,0.41,Ideal,G,VS1,61.9,57.0,4.8,4.76,2.96,961
2530,0.31,Ideal,J,SI2,61.2,57.0,4.32,4.36,2.66,344
3992,0.34,Ideal,E,VS2,61.5,55.0,4.52,4.56,2.79,683
237,1.2,Ideal,G,VS1,61.9,56.0,6.84,6.81,4.23,8381
3097,2.01,Premium,F,SI2,62.9,58.0,8.01,7.94,4.99,17407
3488,1.59,Ideal,H,VS2,61.3,57.0,7.54,7.51,4.62,10880
1133,0.41,Ideal,G,VS2,61.8,57.0,4.74,4.79,2.95,1061
1805,1.02,Ideal,H,VS2,60.9,56.0,6.5,6.53,3.97,5771
4318,0.41,Ideal,F,VS1,61.2,56.0,4.8,4.84,2.95,1077
163,0.75,Ideal,G,SI1,62.0,57.0,5.83,5.8,3.61,2719
3492,0.43,Ideal,I,VS1,62.4,57.0,4.85,4.81,3.0,923
4710,1.06,Ideal,E,SI2,61.3,56.0,6.55,6.58,4.03,4709
4631,1.2,Premium,G,SI1,63.0,58.0,6.75,6.71,4.28,6115
3453,0.52,Good,I,SI1,63.8,57.0,5.0,5.05,3.2,1097
3199,1.04,Very Good,G,VS2,62.2,59.0,6.47,6.51,4.04,6906
3634,0.57,Ideal,J,SI1,61.5,57.0,5.33,5.38,3.29,1119
3939,0.34,Premium,H,VS1,62.8,58.0,4.48,4.44,2.81,684
1811,2.21,Very Good,H,SI2,60.9,58.0,8.33,8.37,5.1,15426
3649,0.33,Ideal,E,VVS2,62.6,57.0,4.41,4.39,2.76,820
4049,0.7,Very Good,F,SI1,61.1,57.0,5.68,5.75,3.48,2422
1428,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.76,3.54,3494
3613,0.52,Very Good,D,SI2,60.2,59.0,5.24,5.29,3.15,1202
3131,1.01,Very Good,F,VS2,63.6,57.0,6.35,6.41,4.06,6274
3396,0.41,Ideal,E,VS1,61.8,55.0,4.79,4.77,2.95,1076
4461,0.59,Premium,D,SI1,61.1,59.0,5.42,5.36,3.29,2034
4650,0.32,Ideal,D,SI1,61.9,56.0,4.38,4.41,2.72,736
2820,0.38,Ideal,H,VS2,61.0,55.0,4.66,4.69,2.87,748
1452,0.52,Ideal,D,VS2,61.4,56.0,5.18,5.22,3.2,1919
593,0.7,Very Good,E,SI1,63.1,59.0,5.61,5.64,3.55,2239
41,0.3,Ideal,D,VS2,61.3,59.0,4.33,4.31,2.64,911
560,0.41,Very Good,G,VS2,60.4,61.0,4.78,4.74,2.87,835
3273,0.32,Ideal,F,VVS1,61.5,56.0,4.43,4.46,2.73,912
3244,1.01,Ideal,G,SI2,62.0,56.0,6.37,6.41,3.97,4482
243,0.4,Ideal,D,VS2,60.9,57.0,4.74,4.78,2.9,1033
1339,0.52,Ideal,E,VS2,61.7,56.0,5.15,5.18,3.19,1561
2780,0.3,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,580
3187,0.32,Ideal,F,VS2,61.6,56.0,4.43,4.4,2.72,828
3799,1.3,Premium,J,SI2,61.9,57.0,7.04,6.91,4.32,4766
1442,0.52,Ideal,F,SI1,61.0,56.0,5.16,5.21,3.17,1316
261,0.7,Very Good,G,SI1,62.2,59.0,5.68,5.72,3.55,2184
2764,1.02,Premium,D,SI2,59.5,62.0,6.56,6.48,3.88,4977
1689,1.51,Premium,G,VS1,60.1,57.0,7.48,7.45,4.49,14103
1725,1.25,Premium,H,SI2,61.3,60.0,6.99,6.92,4.26,4980
4793,2.14,Ideal,I,VS2,62.2,57.0,8.26,8.22,5.11,14715
834,0.32,Premium,H,VS1,61.0,59.0,4.42,4.37,2.68,675
1866,1.52,Very Good,D,SI2,60.4,63.0,7.47,7.41,4.49,10331
2496,1.51,Fair,I,SI2,65.0,61.0,7.08,6.97,4.61,5620
